radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,643,4,3420,32222,-1,33.2515,-17.6071,1000,2,1,1716814713,1717216666,0
GSM,643,4,3420,32221,-1,33.2515,-17.6071,1000,2,1,1716814713,1717216666,0
GSM,643,4,3420,32100,-1,33.2383,-17.7383,4751,2,1,1716816526,1717216663,0
GSM,643,4,3420,32381,-1,33.2383,-17.7383,4751,2,1,1716816526,1717216654,0
GSM,643,4,3420,32383,-1,33.2235,-17.804,2763,2,1,1716816526,1717216650,0
GSM,643,4,3420,32382,-1,33.2039,-17.9027,8423,2,1,1716818337,1717216650,0
GSM,643,4,3420,32271,-1,33.2096,-17.9963,20838,3,1,1716818337,1717216633,0
GSM,643,4,3420,32272,-1,33.1915,-18.0828,11608,3,1,1716834559,1717216633,0
GSM,643,4,3420,33430,-1,33.1923,-18.1643,12136,2,1,1716834559,1716957339,0
GSM,643,4,3420,32012,-1,33.1799,-18.07,1601,2,1,1716834559,1716957339,0
GSM,643,4,3420,32013,-1,33.1808,-18.0767,2344,2,1,1716834559,1716957339,0
GSM,643,4,3420,32533,-1,33.185,-18.0835,1000,1,1,1716845377,1716845377,0
GSM,643,4,3420,32240,-1,33.2188,-18.2858,9727,2,1,1716848980,1717216633,0
GSM,643,4,3420,32250,-1,33.2098,-18.2721,1000,1,1,1716848085,1716848085,0
GSM,643,4,3420,32260,-1,33.2779,-18.4734,1000,1,1,1716849854,1716849854,0
GSM,643,4,3420,33870,-1,33.2894,-18.5691,1000,1,1,1716850768,1716850768,0
GSM,643,4,3420,32070,-1,33.3167,-18.7326,5251,2,1,1716851673,1717216604,0
GSM,643,4,3420,33400,-1,33.3167,-18.7326,5251,2,1,1716851673,1717216604,0
GSM,643,4,3420,32040,-1,33.2803,-18.8657,3042,2,1,1716853485,1717216592,0
GSM,643,4,3420,31060,-1,33.3131,-19.0153,8461,2,1,1716861628,1717216564,0
GSM,643,4,3420,32001,-1,33.2842,-18.9135,8297,2,1,1716854386,1717216583,0
GSM,643,4,3420,32002,-1,33.2739,-18.9658,2623,2,1,1716854386,1717216564,0
GSM,643,4,3410,33350,-1,33.3526,-19.078,1000,2,1,1716861628,1717216554,0
GSM,643,4,3410,31131,-1,33.36,-19.0772,1000,1,1,1716861628,1716861628,0
GSM,643,4,3410,31221,-1,33.2891,-19.0564,1000,2,1,1716858021,1717216564,0
GSM,643,4,3410,31222,-1,33.2891,-19.0564,1000,2,1,1716858021,1717216564,0
GSM,643,4,3420,32003,-1,33.2742,-18.9708,2100,2,1,1716854386,1717216583,0
GSM,643,4,3420,31061,-1,33.36,-19.0772,1000,1,1,1716861628,1716861628,0
GSM,643,4,3410,33760,-1,33.3526,-19.078,1000,2,1,1716861628,1717216554,0
GSM,643,4,3410,31223,-1,33.3245,-19.0667,3901,2,1,1716861628,1717216554,0
GSM,643,4,3420,32890,-1,33.2892,-19.0566,1000,1,1,1716857129,1716857129,0
GSM,643,4,3410,33420,-1,33.2892,-19.0566,1000,1,1,1716858021,1716858021,0
GSM,643,4,3410,31133,-1,33.3526,-19.078,1000,2,1,1716861628,1717216549,0
GSM,643,4,3410,32063,-1,33.4562,-19.1103,1000,1,1,1716862514,1716862514,0
GSM,643,4,3410,32082,-1,33.4562,-19.1103,1000,1,1,1716862514,1716862514,0
GSM,643,4,3410,33092,-1,33.4562,-19.1103,1000,1,1,1716862514,1716862514,0
GSM,643,4,3410,32453,-1,33.4562,-19.1103,1000,1,1,1716862514,1716862514,0
GSM,643,4,3410,32542,-1,33.441,-19.1053,1694,2,1,1716862514,1717216549,0
GSM,643,4,3410,31203,-1,33.4562,-19.1103,1000,1,1,1716862514,1716862514,0
GSM,643,4,3410,32472,-1,33.4562,-19.1103,1000,1,1,1716862514,1716862514,0
GSM,643,4,3410,32481,-1,33.5383,-19.1104,1000,1,1,1716863404,1716863404,0
GSM,643,4,3410,32471,-1,33.5383,-19.1104,1000,1,1,1716863404,1716863404,0
GSM,643,4,3410,32051,-1,33.5383,-19.1104,1000,1,1,1716863404,1716863404,0
GSM,643,4,3410,34350,-1,33.5383,-19.1104,1000,1,1,1716863404,1716863404,0
GSM,643,4,3410,32081,-1,33.5183,-19.1194,2333,2,1,1716863404,1717216543,0
GSM,643,4,3410,32421,-1,33.5383,-19.1104,1000,1,1,1716863404,1716863404,0
GSM,643,4,3410,32143,-1,33.8861,-19.1932,1000,1,1,1716867020,1716867020,0
GSM,643,4,3410,32311,-1,33.708,-19.0868,1000,1,1,1716865223,1716865223,0
GSM,643,4,3410,32312,-1,33.708,-19.0868,1000,1,1,1716865223,1716865223,0
GSM,643,4,3410,31503,-1,33.8129,-19.102,1000,1,1,1716866134,1716866134,0
GSM,643,4,3410,31031,-1,33.8129,-19.102,1000,1,1,1716866134,1716866134,0
GSM,643,4,3410,32172,-1,33.708,-19.0868,1000,1,1,1716865223,1716865223,0
GSM,643,4,3410,31093,-1,33.8861,-19.1932,1000,1,1,1716867020,1716867020,0
GSM,643,4,3410,31240,-1,33.8129,-19.102,1000,1,1,1716866134,1716866134,0
GSM,643,4,3410,32142,-1,33.8861,-19.1932,1000,1,1,1716867020,1716867020,0
GSM,643,4,3410,32141,-1,33.8129,-19.102,1000,1,1,1716866134,1716866134,0
GSM,643,4,3410,32362,-1,33.8861,-19.1932,1000,1,1,1716867020,1716867020,0
GSM,643,4,3410,31501,-1,33.8861,-19.1932,1000,1,1,1716867020,1716867020,0
GSM,643,4,3610,31373,-1,34.0712,-19.2304,1000,1,1,1716868834,1716868834,0
GSM,643,4,3610,31371,-1,33.959,-19.2207,1000,1,1,1716867927,1716867927,0
GSM,643,4,3410,31092,-1,33.959,-19.2207,1000,1,1,1716867927,1716867927,0
GSM,643,4,3410,31091,-1,33.959,-19.2207,1000,1,1,1716867927,1716867927,0
GSM,643,4,3610,31353,-1,33.959,-19.2207,1000,1,1,1716867927,1716867927,0
GSM,643,4,3610,31420,-1,34.0712,-19.2304,1000,1,1,1716868834,1716868834,0
GSM,643,4,3610,31372,-1,34.0712,-19.2304,1000,1,1,1716868834,1716868834,0
GSM,643,4,3610,31021,-1,34.0712,-19.2304,1000,1,1,1716868834,1716868834,0
GSM,643,4,3610,31602,-1,34.0712,-19.2304,1000,1,1,1716868834,1716868834,0
GSM,643,4,3410,25310,-1,34.0712,-19.2304,1000,1,1,1716868834,1716868834,0
GSM,643,4,3610,31773,-1,34.1892,-19.2597,1000,1,1,1716869734,1716869734,0
GSM,643,4,3610,31153,-1,34.249,-19.2994,1000,1,1,1716870634,1716870634,0
GSM,643,4,3610,31363,-1,34.3203,-19.333,1000,1,1,1716872434,1716872434,0
GSM,643,4,3610,31811,-1,34.1892,-19.2597,1000,1,1,1716869734,1716869734,0
GSM,643,4,3610,31151,-1,34.249,-19.2994,1000,1,1,1716870634,1716870634,0
GSM,643,4,3610,31771,-1,34.1892,-19.2597,1000,1,1,1716869734,1716869734,0
GSM,643,4,620,33000,-1,34.1892,-19.2597,1000,1,1,1716869734,1716869734,0
GSM,643,4,3610,31772,-1,34.3203,-19.333,1000,1,1,1716872434,1716872434,0
GSM,643,4,3610,31152,-1,34.249,-19.2994,1000,1,1,1716870634,1716870634,0
GSM,643,4,3610,31364,-1,34.3203,-19.333,1000,1,1,1716872434,1716872434,0
GSM,643,4,3610,31362,-1,34.4245,-19.3961,1000,1,1,1716873329,1716873329,0
GSM,643,4,3610,31361,-1,34.3203,-19.333,1000,1,1,1716872434,1716872434,0
GSM,643,4,620,33521,-1,34.4245,-19.3961,1000,1,1,1716873329,1716873329,0
GSM,643,4,3610,31581,-1,34.3203,-19.333,1000,1,1,1716872434,1716872434,0
GSM,643,4,3610,31352,-1,34.3203,-19.333,1000,1,1,1716872434,1716872434,0
GSM,643,4,620,31141,-1,34.5259,-19.4461,1000,1,1,1716874229,1716874229,0
GSM,643,4,620,33523,-1,34.4245,-19.3961,1000,1,1,1716873329,1716873329,0
GSM,643,4,620,33522,-1,34.4245,-19.3961,1000,1,1,1716873329,1716873329,0
GSM,643,4,620,33360,-1,34.6102,-19.5094,1000,1,1,1716875129,1716875129,0
GSM,643,4,620,33331,-1,34.5259,-19.4461,1000,1,1,1716874229,1716874229,0
GSM,643,4,620,31723,-1,34.6102,-19.5094,1000,1,1,1716875129,1716875129,0
GSM,643,4,620,31732,-1,34.6102,-19.5094,1000,1,1,1716875129,1716875129,0
GSM,643,4,620,31003,-1,34.5259,-19.4461,1000,1,1,1716874229,1716874229,0
GSM,643,4,620,31073,-1,34.6102,-19.5094,1000,1,1,1716875129,1716875129,0
GSM,643,4,620,31072,-1,34.6102,-19.5094,1000,1,1,1716875129,1716875129,0
GSM,643,4,620,31684,-1,34.7489,-19.6294,1000,1,1,1716877872,1716877872,0
GSM,643,4,620,31683,-1,34.7489,-19.6294,1000,1,1,1716877872,1716877872,0
GSM,643,4,620,30133,-1,34.7859,-19.6995,1000,4,1,1716878779,1717216413,0
GSM,643,4,620,30733,-1,34.786,-19.6995,1000,3,1,1716878779,1717130474,0
GSM,643,4,620,30134,-1,34.7843,-19.6924,2448,4,1,1716878779,1717216413,0
GSM,643,4,620,30731,-1,34.7863,-19.7006,1000,3,1,1716878779,1717130474,0
GSM,643,4,620,30921,-1,34.8576,-19.7401,1000,2,1,1716879681,1717130474,0
GSM,643,4,620,30922,-1,34.8402,-19.7401,1287,3,1,1716915750,1717130474,0
GSM,643,4,620,30144,-1,34.8759,-19.7519,1000,1,1,1716883288,1716883288,0
GSM,643,4,620,30863,-1,34.8341,-19.7407,1000,1,1,1716907592,1716907592,0
GSM,643,4,620,30321,-1,34.8759,-19.7519,1000,1,1,1716883288,1716883288,0
GSM,643,4,620,30421,-1,34.8759,-19.7519,1000,1,1,1716883288,1716883288,0
GSM,643,4,600,30354,-1,34.8487,-19.8251,2197,2,1,1716886869,1717130387,0
GSM,643,4,600,30853,-1,34.8451,-19.8316,1000,1,1,1716887773,1716887773,0
GSM,643,4,600,30852,-1,34.8451,-19.8316,1000,1,1,1716887773,1716887773,0
GSM,643,4,600,30851,-1,34.8451,-19.8316,1000,1,1,1716887773,1716887773,0
GSM,643,4,620,30892,-1,34.8727,-19.7803,1000,2,1,1716890468,1717043791,0
GSM,643,4,620,30374,-1,34.8722,-19.7802,1000,1,1,1716890468,1716890468,0
GSM,643,4,620,30862,-1,34.8704,-19.7806,1000,1,1,1716889577,1716889577,0
GSM,643,4,620,30443,-1,34.8704,-19.7806,1000,1,1,1716889577,1716889577,0
GSM,643,4,620,30423,-1,34.857,-19.7528,1000,2,1,1716891388,1717043786,0
GSM,643,4,620,30923,-1,34.8341,-19.7407,1000,2,1,1716920250,1717043707,0
GSM,643,4,620,30603,-1,34.8336,-19.7381,1000,2,1,1716920250,1717043707,0
GSM,643,4,620,30092,-1,34.853,-19.7494,1000,1,1,1716936449,1716936449,0
GSM,643,4,620,30891,-1,34.8732,-19.7803,1000,1,1,1716937347,1716937347,0
GSM,643,4,620,31762,-1,34.7864,-19.6992,1000,2,1,1716977301,1717216413,0
GSM,643,4,620,34980,-1,34.7864,-19.6993,1000,1,1,1716998966,1716998966,0
GSM,643,4,600,31321,-1,34.7865,-19.6991,1000,1,1,1716991355,1716991355,0
GSM,643,4,600,33551,-1,34.7864,-19.6992,1000,3,1,1716998966,1717216413,0
GSM,643,4,620,30442,-1,34.8615,-19.8057,1000,1,1,1717043998,1717043998,0
GSM,643,4,600,30381,-1,34.8491,-19.8064,1000,1,1,1717088189,1717088189,0
GSM,643,4,600,30383,-1,34.8527,-19.8058,1000,1,1,1717089103,1717089103,0
GSM,643,4,600,30871,-1,34.8366,-19.815,1000,1,1,1717084605,1717084605,0
GSM,643,4,600,30382,-1,34.8433,-19.8152,1000,1,1,1717069240,1717069240,0
GSM,643,4,600,30872,-1,34.8411,-19.8184,1000,1,1,1717071093,1717071093,0
GSM,643,4,600,30781,-1,34.8366,-19.815,1000,1,1,1717084605,1717084605,0
GSM,643,4,600,30672,-1,34.8428,-19.8159,1000,1,1,1717070179,1717070179,0
GSM,643,4,600,30803,-1,34.8368,-19.8159,1000,1,1,1717082794,1717082794,0
GSM,643,4,620,31551,-1,34.7382,-19.5928,1000,1,1,1717108950,1717108950,0
GSM,643,4,620,30683,-1,34.7382,-19.5928,1000,1,1,1717108950,1717108950,0
GSM,643,4,620,31552,-1,34.7382,-19.5928,1000,1,1,1717108950,1717108950,0
GSM,643,4,620,30681,-1,34.7382,-19.5928,1000,1,1,1717108950,1717108950,0
GSM,643,4,620,31012,-1,34.7382,-19.5928,1000,1,1,1717108950,1717108950,0
GSM,643,4,620,30682,-1,34.7382,-19.5928,1000,1,1,1717108950,1717108950,0
GSM,643,4,3410,31121,-1,33.4982,-19.1284,1000,1,1,1717123359,1717123359,0
GSM,643,4,3410,32522,-1,33.4982,-19.1284,1000,1,1,1717123359,1717123359,0
GSM,643,4,3410,32591,-1,33.4982,-19.1284,1000,1,1,1717123359,1717123359,0
GSM,643,4,3410,31123,-1,33.4982,-19.1284,1000,1,1,1717123359,1717123359,0
GSM,643,4,3410,32521,-1,33.4982,-19.1284,1000,1,1,1717123359,1717123359,0
GSM,643,4,3410,31182,-1,33.4982,-19.1284,1000,1,1,1717123359,1717123359,0
GSM,643,4,3410,31132,-1,33.4258,-19.1003,1000,1,1,1717124248,1717124248,0
GSM,643,4,3410,32541,-1,33.4258,-19.1003,1000,1,1,1717124248,1717124248,0
GSM,643,4,3410,32543,-1,33.4258,-19.1003,1000,1,1,1717124248,1717124248,0
GSM,643,4,3410,35190,-1,33.4258,-19.1003,1000,1,1,1717124248,1717124248,0
GSM,643,4,3410,32563,-1,33.2891,-19.0562,1000,1,1,1717129103,1717129103,0
GSM,643,4,3420,32552,-1,33.2663,-18.9534,1000,1,1,1717131483,1717131483,0
GSM,643,4,3420,32551,-1,33.2657,-18.9435,1000,1,1,1717132394,1717132394,0
GSM,643,4,2550,16280,-1,32.2913,-25.7207,11292,8,1,1717157157,1731908945,0
GSM,643,4,2550,15862,-1,32.4335,-25.8869,1000,4,1,1717161669,1728106989,0
GSM,643,4,2510,15373,-1,32.4565,-25.9326,1275,4,1,1717159860,1743139909,0
GSM,643,4,2510,15151,-1,32.4567,-25.9317,1000,2,1,1717158953,1728106882,0
GSM,643,4,2510,10511,-1,32.4511,-25.9307,1007,4,1,1717160765,1728106870,0
GSM,643,4,2510,10563,-1,32.4541,-25.9344,1000,5,1,1717158953,1743139912,0
GSM,643,4,2510,10643,-1,32.4595,-25.9301,1000,2,1,1717159860,1728106965,0
GSM,643,4,2510,15371,-1,32.4662,-25.9251,1000,1,1,1717159860,1717159860,0
GSM,643,4,2510,15002,-1,32.4546,-25.9288,1000,2,1,1717160765,1728106886,0
GSM,643,4,2510,10561,-1,32.4662,-25.9251,1000,1,1,1717159860,1717159860,0
GSM,643,4,2510,11152,-1,32.4569,-25.9233,1000,1,1,1717160765,1717160765,0
GSM,643,4,2510,15172,-1,32.4569,-25.9233,1000,1,1,1717160765,1717160765,0
GSM,643,4,2510,15003,-1,32.4569,-25.9233,1000,1,1,1717160765,1717160765,0
GSM,643,4,2510,12042,-1,32.4569,-25.9233,1000,1,1,1717160765,1717160765,0
GSM,643,4,2550,15612,-1,32.3867,-25.801,5377,7,1,1717175148,1728711126,0
GSM,643,0,2550,51,-1,31.9921,-25.4817,1000,1,1,1717367386,1717367386,0
GSM,643,4,2550,13231,-1,32.1397,-25.6018,16537,5,1,1717508349,1728711130,0
GSM,643,4,2530,12593,-1,32.2208,-25.6458,1000,1,1,1717547619,1717547619,0
GSM,643,4,2550,11691,-1,32.2208,-25.6458,1000,1,1,1717547619,1717547619,0
GSM,643,4,2530,12623,-1,32.2207,-25.6458,1000,1,1,1717551518,1717551518,0
GSM,643,4,2530,14123,-1,32.2207,-25.6458,1000,1,1,1717551518,1717551518,0
GSM,643,4,2550,16583,-1,32.3462,-25.774,1000,1,1,1717559862,1717559862,0
GSM,643,4,2550,11611,-1,32.4189,-25.8438,1000,1,1,1717571091,1717571091,0
GSM,643,4,2550,13081,-1,32.2638,-25.6907,1000,1,1,1717572980,1717572980,0
GSM,643,4,2550,13041,-1,31.9926,-25.4764,1000,1,1,1717575690,1717575690,0
GSM,643,4,2520,13041,-1,32.3197,-25.7476,1599,2,1,1717576260,1743139924,0
GSM,643,4,3510,40133,-1,33.5705,-16.242,1000,1,1,1718028673,1718028673,0
GSM,643,4,3510,40082,-1,33.582,-16.218,1000,4,1,1718035055,1718858058,0
GSM,643,4,3510,40672,-1,33.6004,-16.2051,3020,4,1,1718040542,1725342579,0
GSM,643,4,3510,40701,-1,33.6336,-16.1783,2565,3,1,1718065218,1741586193,0
GSM,643,4,3510,40711,-1,33.6484,-16.1601,1000,1,1,1718065218,1718065218,0
GSM,643,4,3510,40033,-1,33.7163,-16.1202,1000,1,1,1718079323,1718079323,0
GSM,643,4,3510,40032,-1,33.7163,-16.1202,1000,1,1,1718079323,1718079323,0
GSM,643,4,3510,40391,-1,33.7709,-16.104,1000,1,1,1718080889,1718080889,0
GSM,643,4,3510,40743,-1,33.7151,-16.12,1000,1,1,1718079989,1718079989,0
GSM,643,4,3520,40422,-1,34.1772,-15.8432,11903,3,1,1718085485,1741586225,0
GSM,643,4,3510,40101,-1,33.779,-16.0983,1000,2,1,1718716787,1741586203,0
GSM,643,4,2550,13233,-1,32.2289,-25.6655,15244,8,1,1721946361,1743139895,0
GSM,643,4,2540,15203,-1,32.4336,-25.8875,1000,1,1,1721948161,1721948161,0
GSM,643,4,2950,16663,-1,32.5456,-25.9472,1000,1,1,1721950021,1721950021,0
GSM,643,4,2950,16662,-1,32.5456,-25.9472,1000,1,1,1721950021,1721950021,0
GSM,643,4,2950,10201,-1,32.5559,-25.9292,1000,2,1,1721953613,1727415561,0
GSM,643,4,2950,17571,-1,32.5559,-25.9292,1000,2,1,1721953613,1727415561,0
GSM,643,4,2510,10492,-1,32.5256,-25.9361,1000,1,1,1721954513,1721954513,0
GSM,643,4,2550,15743,-1,32.3924,-25.8107,1000,2,1,1721956315,1731997893,0
GSM,643,4,3510,40083,-1,33.5149,-16.3076,1000,2,1,1725271487,1738391403,0
GSM,643,4,2510,10733,-1,32.4338,-25.8933,1000,1,1,1725608231,1725608231,0
GSM,643,4,2510,15453,-1,32.4062,-25.9217,1000,3,1,1725609091,1731997885,0
GSM,643,4,2510,10621,-1,32.4094,-25.9205,2454,4,1,1725609091,1731997757,0
GSM,643,4,2510,15441,-1,32.4093,-25.9197,1000,1,1,1725609091,1725609091,0
GSM,643,4,2510,11731,-1,32.4041,-25.9226,1000,4,1,1725609091,1731997750,0
GSM,643,4,2510,15161,-1,32.4509,-25.9346,1000,5,1,1725612724,1743139909,0
GSM,643,4,2510,15081,-1,32.4514,-25.9336,1000,4,1,1725610937,1728711074,0
GSM,643,4,2550,15861,-1,32.4283,-25.8605,1000,1,1,1725613624,1725613624,0
GSM,643,4,2510,15601,-1,32.4589,-25.9512,1000,1,1,1727339430,1727339430,0
GSM,643,4,2540,10481,-1,32.5137,-25.9149,1000,1,1,1727340330,1727340330,0
GSM,643,4,2510,12091,-1,32.5137,-25.9149,1000,1,1,1727340330,1727340330,0
GSM,643,4,2540,15462,-1,32.5137,-25.9149,1000,1,1,1727340330,1727340330,0
GSM,643,4,2540,15461,-1,32.5137,-25.9149,1000,1,1,1727340330,1727340330,0
GSM,643,4,2960,11382,-1,32.5747,-25.9388,1000,1,1,1727341230,1727341230,0
GSM,643,4,2960,14031,-1,32.5747,-25.9388,1000,1,1,1727341230,1727341230,0
GSM,643,4,2950,14261,-1,32.5558,-25.9292,1000,1,1,1727346790,1727346790,0
GSM,643,4,2950,11071,-1,32.5558,-25.9292,1000,1,1,1727346790,1727346790,0
GSM,643,4,2510,15501,-1,32.3685,-25.7918,1000,1,1,1727350390,1727350390,0
GSM,643,4,2550,16611,-1,32.2625,-25.6875,2060,4,1,1727351290,1731997897,0
GSM,643,4,2550,15872,-1,32.4334,-25.8852,1000,1,1,1727424820,1727424820,0
GSM,643,4,2510,10591,-1,32.4535,-25.9347,1000,3,1,1728016882,1743139909,0
UMTS,643,1,3400,383733,19,39.9082,-16.2252,1000,1,1,1728417042,1728417042,0
UMTS,643,1,3400,384142,234,39.9082,-16.2252,1000,2,1,1728417085,1728441781,0
UMTS,643,3,30912,236239031,1,39.9082,-16.2252,1000,2,1,1728417042,1728441781,0
UMTS,643,3,30912,236239025,221,39.9082,-16.2251,1000,3,1,1728417475,1737477542,0
GSM,643,4,2550,16613,-1,32.271,-25.7035,9467,5,1,1728645902,1743139895,0
GSM,643,4,2550,10813,-1,32.3944,-25.812,1000,1,1,1728628782,1728628782,0
GSM,643,4,2510,11871,-1,32.4106,-25.9201,1000,1,1,1728630581,1728630581,0
GSM,643,4,2510,15442,-1,32.4042,-25.9227,1000,2,1,1728630581,1731997866,0
GSM,643,4,2510,17622,-1,32.4359,-25.9133,1000,2,1,1728643197,1743139906,0
GSM,643,4,2510,11453,-1,32.4536,-25.9346,1000,1,1,1728639587,1728639587,0
GSM,643,4,2550,16612,-1,32.2927,-25.7295,1000,1,1,1728645902,1728645902,0
GSM,643,4,2840,21503,-1,31.9914,-25.4805,1000,1,1,1731761389,1731761389,0
GSM,643,4,2840,21012,-1,31.9914,-25.4805,1000,1,1,1731761389,1731761389,0
GSM,643,4,2550,12663,-1,32.3883,-25.808,1000,2,1,1731851513,1743139899,0
GSM,643,4,2510,10623,-1,32.3981,-25.9253,1000,2,1,1731867712,1731997750,0
GSM,643,4,2510,10622,-1,32.3977,-25.9253,1000,2,1,1731867712,1731997750,0
GSM,643,4,2510,16852,-1,32.3977,-25.9253,1000,2,1,1731867712,1731997750,0
GSM,643,4,2550,11612,-1,32.3977,-25.9252,1000,2,1,1731867712,1731997750,0
GSM,643,4,2550,11613,-1,32.3977,-25.9253,1000,1,1,1731873172,1731873172,0
LTE,643,1,37300,1129475,0,36.8873,-17.8777,1000,2,1,1736198335,1743291841,0
LTE,643,4,37300,1129475,0,36.8873,-17.8777,1000,1,1,1736198372,1736198372,0
UMTS,643,1,3400,359142,0,39.9047,-16.2249,1000,1,1,1736266750,1736266750,0
UMTS,643,4,43100,85449417,0,39.9047,-16.2274,1000,3,1,1736274854,1736410741,0
UMTS,643,4,43100,85423240,0,39.9081,-16.2251,1000,2,1,1736274970,1736410741,0
UMTS,643,4,43100,85449411,0,39.9082,-16.2251,1000,3,1,1736314569,1736410741,0
LTE,643,1,37300,1151746,0,36.8861,-17.8732,1000,1,1,1736329084,1736329084,0
LTE,643,1,37300,1152513,0,36.8872,-17.8777,1000,1,1,1736370733,1736370733,0
LTE,643,1,37300,1150977,0,36.8872,-17.8777,1000,1,1,1736370913,1736370913,0
UMTS,643,3,3300,51258374,0,39.9053,-16.2293,1000,2,1,1737146277,1737202502,0
GSM,643,4,3510,34710,-1,33.5113,-16.3087,1000,1,1,1738287767,1738287767,0
GSM,643,4,3420,33120,-1,33.5113,-16.3087,1000,1,1,1738287767,1738287767,0
GSM,643,4,3510,40501,-1,33.6557,-16.1142,1000,1,1,1738300554,1738300554,0
GSM,643,4,3520,43830,-1,34.3673,-15.6622,3456,2,1,1738311015,1741586234,0
GSM,643,4,3520,41112,-1,34.3249,-15.492,1000,1,1,1738312878,1738312878,0
GSM,643,4,3520,43370,-1,34.3024,-14.9402,1000,1,1,1738322183,1738322183,0
GSM,643,4,3520,42580,-1,34.3478,-14.6998,3353,2,1,1738331618,1738478872,0
GSM,643,4,3510,40580,-1,33.5704,-16.242,1000,1,1,1741483747,1741483747,0
GSM,643,4,3510,40402,-1,33.7595,-16.1148,1000,1,1,1741488433,1741488433,0
GSM,643,4,3510,40193,-1,33.7595,-16.1148,1000,1,1,1741488433,1741488433,0
GSM,643,4,3520,41114,-1,34.4378,-15.5936,1000,1,1,1741505345,1741505345,0
GSM,643,4,3520,56053,-1,34.3426,-14.3968,1000,1,1,1741720600,1741720600,0
GSM,643,4,2550,17871,-1,32.4249,-25.8547,1000,1,1,1742393492,1742393492,0
GSM,643,4,2510,13902,-1,32.4958,-25.936,1000,2,1,1742394442,1742539489,0
GSM,643,4,2510,18041,-1,32.4959,-25.9359,1000,1,1,1742394442,1742394442,0
GSM,643,4,2510,10663,-1,32.4958,-25.936,1000,2,1,1742394442,1742539489,0
GSM,643,4,2950,18253,-1,32.5744,-25.9385,1000,2,1,1742408213,1742539385,0
GSM,643,4,2960,18273,-1,32.5744,-25.9385,1000,1,1,1742431601,1742431601,0
GSM,643,4,2510,18233,-1,32.4958,-25.9361,1000,1,1,1742432873,1742432873,0
GSM,643,4,2510,15693,-1,32.4958,-25.9361,1000,1,1,1742432873,1742432873,0
GSM,643,4,2550,18441,-1,32.4368,-25.9147,1000,1,1,1743069046,1743069046,0
GSM,643,4,2550,18443,-1,32.4412,-25.9222,1000,1,1,1743068146,1743068146,0
LTE,643,1,37300,1129473,0,36.8905,-17.8784,1000,2,1,1743279122,1743280561,0
LTE,643,0,0,0,0,40.6678,-14.5387,1000,2,1,1743279122,1743280561,0
LTE,643,0,0,0,0,37.1630,-16.0759,1000,2,1,1743279122,1743280561,0
LTE,643,0,0,0,0,36.9190,-15.4915,1000,2,1,1743279122,1743280561,0
LTE,643,0,0,0,0,39.9060,-16.2240,1000,2,1,1743279122,1743280561,0
LTE,643,0,0,0,0,47.2690,-22.3990,1000,2,1,1743279122,1743280561,0
